source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS08650       ,1,821,809..1,822,552,744      ,=>,gene      
BD_RS08650       ,1,821,809..1,822,552,744      ,=>,CDS       
BD_RS08655       ,1,822,647..1,823,282,636      ,=>,gene      
BD_RS08655       ,1,822,647..1,823,282,636      ,=>,CDS       
BD_RS08660       ,1,823,288..1,823,635,348      ,<=,gene      
BD_RS08660       ,1,823,288..1,823,635,348      ,<=,CDS       
BD_RS08665       ,1,823,739..1,824,284,546      ,<=,gene      
BD_RS08665       ,1,823,739..1,824,284,546      ,<=,CDS       
BD_RS08670       ,1,824,364..1,825,113,750      ,=>,gene      
BD_RS08670       ,1,824,364..1,825,113,750      ,=>,CDS       
BD_RS08675       ,1,825,240..1,825,623,384      ,=>,gene      
BD_RS08675       ,1,825,240..1,825,623,384      ,=>,CDS       
BD_RS08680       ,1,826,040..1,826,231,192      ,=>,gene      
BD_RS08680       ,1,826,040..1,826,231,192      ,=>,CDS       
BD_RS08685       ,1,826,295..1,826,534,240      ,=>,gene      
BD_RS08685       ,1,826,295..1,826,534,240      ,=>,CDS       
BD_RS08690       ,1,826,605..1,826,898,294      ,=>,gene      
BD_RS08690       ,1,826,605..1,826,898,294      ,=>,CDS       
BD_RS08695       ,1,826,973..1,827,638,666      ,=>,gene      
BD_RS08695       ,1,826,973..1,827,638,666      ,=>,CDS       
BD_RS08700       ,1,827,639..1,828,901,1263     ,=>,gene      
BD_RS08700       ,1,827,639..1,828,901,1263     ,=>,CDS       
BD_RS08705       ,1,828,910..1,829,281,372      ,<=,gene      
BD_RS08705       ,1,828,910..1,829,281,372      ,<=,CDS       
BD_RS08710       ,1,829,447..1,830,760,1314     ,=>,gene      
BD_RS08710       ,1,829,447..1,830,760,1314     ,=>,CDS       
BD_RS18170       ,1,830,757..1,830,897,141      ,<=,gene      
BD_RS18170       ,1,830,757..1,830,897,141      ,<=,CDS       
pgsA             ,1,830,907..1,831,479,573      ,<=,gene      
pgsA             ,1,830,907..1,831,479,573      ,<=,CDS       
BD_RS08720       ,1,831,526..1,831,948,423      ,=>,gene      
BD_RS08720       ,1,831,526..1,831,948,423      ,=>,CDS       
glpX             ,1,831,927..1,832,889,963      ,=>,gene      
glpX             ,1,831,927..1,832,889,963      ,=>,CDS       
BD_RS08730       ,1,832,905..1,833,198,294      ,=>,gene      
BD_RS08730       ,1,832,905..1,833,198,294      ,=>,CDS       
BD_RS08735       ,1,833,400..1,836,030,2631     ,=>,gene      
BD_RS08735       ,1,833,400..1,836,030,2631     ,=>,CDS       
BD_RS08740       ,1,836,118..1,836,603,486      ,=>,gene      
BD_RS08740       ,1,836,118..1,836,603,486      ,=>,CDS       
BD_RS08745       ,1,836,669..1,837,100,432      ,=>,gene      
BD_RS08745       ,1,836,669..1,837,100,432      ,=>,CDS       
BD_RS08750       ,1,837,090..1,837,467,378      ,=>,gene      
BD_RS08750       ,1,837,090..1,837,467,378      ,=>,CDS       
BD_RS08755       ,1,837,494..1,837,754,261      ,=>,gene      
BD_RS08755       ,1,837,494..1,837,754,261      ,=>,CDS       
BD_RS08760       ,1,837,827..1,839,176,1350     ,=>,gene      
BD_RS08760       ,1,837,827..1,839,176,1350     ,=>,CDS       
tilS             ,1,839,178..1,840,128,951      ,=>,gene      
tilS             ,1,839,178..1,840,128,951      ,=>,CDS       
ftsH             ,1,840,225..1,842,162,1938     ,=>,gene      
ftsH             ,1,840,225..1,842,162,1938     ,=>,CDS       
BD_RS08775       ,1,842,239..1,843,048,810      ,=>,gene      
BD_RS08775       ,1,842,239..1,843,048,810      ,=>,CDS       
BD_RS08780       ,1,843,048..1,843,470,423      ,=>,gene      
BD_RS08780       ,1,843,048..1,843,470,423      ,=>,CDS       
BD_RS08785       ,1,843,472..1,844,845,1374     ,=>,gene      
BD_RS08785       ,1,843,472..1,844,845,1374     ,=>,CDS       
BD_RS08790       ,1,844,883..1,845,608,726      ,=>,gene      
BD_RS08790       ,1,844,883..1,845,608,726      ,=>,CDS       
tsaE             ,1,845,610..1,846,053,444      ,=>,gene      
tsaE             ,1,845,610..1,846,053,444      ,=>,CDS       
BD_RS08800       ,1,846,065..1,846,712,648      ,<=,gene      
BD_RS08800       ,1,846,065..1,846,712,648      ,<=,CDS       
BD_RS08805       ,1,846,802..1,847,299,498      ,<=,gene      
BD_RS08805       ,1,846,802..1,847,299,498      ,<=,CDS       
BD_RS08810       ,1,847,296..1,848,975,1680     ,<=,gene      
BD_RS08810       ,1,847,296..1,848,975,1680     ,<=,CDS       
BD_RS08815       ,1,848,978..1,850,432,1455     ,<=,gene      
BD_RS08815       ,1,848,978..1,850,432,1455     ,<=,CDS       
BD_RS08820       ,1,850,642..1,851,847,1206     ,=>,gene      
BD_RS08820       ,1,850,642..1,851,847,1206     ,=>,CDS       
mnmA             ,1,851,867..1,852,922,1056     ,=>,gene      
mnmA             ,1,851,867..1,852,922,1056     ,=>,CDS       
mtaB             ,1,852,907..1,854,250,1344     ,=>,gene      
mtaB             ,1,852,907..1,854,250,1344     ,=>,CDS       
rnc              ,1,854,247..1,854,951,705      ,=>,gene      
rnc              ,1,854,247..1,854,951,705      ,=>,CDS       
era              ,1,854,953..1,855,864,912      ,=>,gene      
era              ,1,854,953..1,855,864,912      ,=>,CDS       
der              ,1,855,842..1,857,191,1350     ,=>,gene      
der              ,1,855,842..1,857,191,1350     ,=>,CDS       
BD_RS08850       ,1,857,184..1,858,551,1368     ,=>,gene      
BD_RS08850       ,1,857,184..1,858,551,1368     ,=>,CDS       
BD_RS08855       ,1,858,562..1,859,332,771      ,<=,gene      
BD_RS08855       ,1,858,562..1,859,332,771      ,<=,CDS       
BD_RS08860       ,1,859,443..1,859,997,555      ,<=,gene      
BD_RS08860       ,1,859,443..1,859,997,555      ,<=,CDS       
BD_RS08865       ,1,860,171..1,861,475,1305     ,=>,gene      
BD_RS08865       ,1,860,171..1,861,475,1305     ,=>,CDS       
BD_RS08870       ,1,861,472..1,862,755,1284     ,=>,gene      
BD_RS08870       ,1,861,472..1,862,755,1284     ,=>,CDS       
BD_RS08875       ,1,862,759..1,863,688,930      ,=>,gene      
BD_RS08875       ,1,862,759..1,863,688,930      ,=>,CDS       
BD_RS08880       ,1,863,688..1,864,749,1062     ,=>,gene      
BD_RS08880       ,1,863,688..1,864,749,1062     ,=>,CDS       
mpl              ,1,864,751..1,866,160,1410     ,=>,gene      
mpl              ,1,864,751..1,866,160,1410     ,=>,CDS       
BD_RS08890       ,1,866,215..1,866,871,657      ,<=,gene      
BD_RS08890       ,1,866,215..1,866,871,657      ,<=,CDS       
mutS             ,1,867,062..1,869,563,2502     ,=>,gene      
mutS             ,1,867,062..1,869,563,2502     ,=>,CDS       
BD_RS08900       ,1,869,613..1,871,922,2310     ,=>,gene      
BD_RS08900       ,1,869,613..1,871,922,2310     ,=>,CDS       
BD_RS08905       ,1,871,978..1,872,172,195      ,<=,gene      
BD_RS08905       ,1,871,978..1,872,172,195      ,<=,CDS       
BD_RS08910       ,1,872,257..1,872,520,264      ,<=,gene      
BD_RS08910       ,1,872,257..1,872,520,264      ,<=,CDS       
BD_RS08915       ,1,872,761..1,873,231,471      ,=>,gene      
BD_RS08915       ,1,872,761..1,873,231,471      ,=>,CDS       
BD_RS08920       ,1,873,331..1,874,137,807      ,=>,gene      
BD_RS08920       ,1,873,331..1,874,137,807      ,=>,CDS       
BD_RS08925       ,1,874,145..1,874,957,813      ,=>,gene      
BD_RS08925       ,1,874,145..1,874,957,813      ,=>,CDS       
BD_RS08930       ,1,874,972..1,875,406,435      ,=>,gene      
BD_RS08930       ,1,874,972..1,875,406,435      ,=>,CDS       
BD_RS08935       ,1,875,478..1,876,347,870      ,=>,gene      
BD_RS08935       ,1,875,478..1,876,347,870      ,=>,CDS       
BD_RS08940       ,1,876,420..1,876,737,318      ,<=,gene      
BD_RS08940       ,1,876,420..1,876,737,318      ,<=,CDS       
BD_RS08945       ,1,876,909..1,877,607,699      ,<=,gene      
BD_RS08945       ,1,876,909..1,877,607,699      ,<=,CDS       
BD_RS08950       ,1,877,690..1,878,481,792      ,=>,gene      
BD_RS08950       ,1,877,690..1,878,481,792      ,=>,CDS       
BD_RS08955       ,1,878,478..1,879,512,1035     ,<=,gene      
BD_RS08955       ,1,878,478..1,879,512,1035     ,<=,CDS       
BD_RS08960       ,1,879,496..1,880,233,738      ,<=,gene      
BD_RS08960       ,1,879,496..1,880,233,738      ,<=,CDS       
BD_RS08965       ,1,880,230..1,880,619,390      ,<=,gene      
BD_RS08965       ,1,880,230..1,880,619,390      ,<=,CDS       
BD_RS08970       ,1,880,616..1,881,362,747      ,<=,gene      
BD_RS08970       ,1,880,616..1,881,362,747      ,<=,CDS       
BD_RS08975       ,1,881,665..1,881,886,222      ,<=,gene      
BD_RS08975       ,1,881,665..1,881,886,222      ,<=,CDS       
BD_RS08980       ,1,882,059..1,883,261,1203     ,<=,gene      
BD_RS08980       ,1,882,059..1,883,261,1203     ,<=,CDS       
BD_RS08985       ,1,883,274..1,884,737,1464     ,<=,gene      
BD_RS08985       ,1,883,274..1,884,737,1464     ,<=,CDS       
BD_RS08990       ,1,884,854..1,885,966,1113     ,<=,gene      
BD_RS08990       ,1,884,854..1,885,966,1113     ,<=,CDS       
BD_RS08995       ,1,886,384..1,887,046,663      ,=>,gene      
BD_RS08995       ,1,886,384..1,887,046,663      ,=>,CDS       
BD_RS09000       ,1,887,211..1,888,191,981      ,=>,gene      
BD_RS09000       ,1,887,211..1,888,191,981      ,=>,CDS       
scpB             ,1,888,200..1,889,666,1467     ,=>,gene      
scpB             ,1,888,200..1,889,666,1467     ,=>,CDS       
BD_RS09010       ,1,889,641..1,890,216,576      ,=>,gene      
BD_RS09010       ,1,889,641..1,890,216,576      ,=>,CDS       
BD_RS09015       ,1,890,213..1,891,112,900      ,=>,gene      
BD_RS09015       ,1,890,213..1,891,112,900      ,=>,CDS       
BD_RS09020       ,1,891,113..1,891,622,510      ,=>,gene      
BD_RS09020       ,1,891,113..1,891,622,510      ,=>,CDS       
BD_RS09025       ,1,891,735..1,892,217,483      ,=>,gene      
BD_RS09025       ,1,891,735..1,892,217,483      ,=>,CDS       
BD_RS09030       ,1,892,207..1,893,127,921      ,<=,gene      
BD_RS09030       ,1,892,207..1,893,127,921      ,<=,CDS       
BD_RS09035       ,1,893,220..1,894,218,999      ,<=,gene      
BD_RS09035       ,1,893,220..1,894,218,999      ,<=,CDS       
BD_RS09040       ,1,894,359..1,896,824,2466     ,<=,gene      
BD_RS09040       ,1,894,359..1,896,824,2466     ,<=,CDS       
BD_RS09045       ,1,897,255..1,898,301,1047     ,<=,gene      
BD_RS09045       ,1,897,255..1,898,301,1047     ,<=,CDS       
BD_RS09050       ,1,898,302..1,899,057,756      ,=>,gene      
BD_RS09050       ,1,898,302..1,899,057,756      ,=>,CDS       
BD_RS09055       ,1,899,122..1,899,835,714      ,=>,gene      
BD_RS09055       ,1,899,122..1,899,835,714      ,=>,CDS       
BD_RS09060       ,1,899,836..1,901,818,1983     ,<=,gene      
BD_RS09060       ,1,899,836..1,901,818,1983     ,<=,CDS       
BD_RS09065       ,1,901,815..1,902,381,567      ,<=,gene      
BD_RS09065       ,1,901,815..1,902,381,567      ,<=,CDS       
BD_RS09070       ,1,902,378..1,903,898,1521     ,<=,gene      
BD_RS09070       ,1,902,378..1,903,898,1521     ,<=,CDS       
BD_RS09075       ,1,904,042..1,904,548,507      ,=>,gene      
BD_RS09075       ,1,904,042..1,904,548,507      ,=>,CDS       
BD_RS09080       ,1,904,545..1,907,418,2874     ,<=,gene      
BD_RS09080       ,1,904,545..1,907,418,2874     ,<=,CDS       
BD_RS09085       ,1,907,733..1,909,190,1458     ,=>,gene      
BD_RS09085       ,1,907,733..1,909,190,1458     ,=>,CDS       
BD_RS09090       ,1,909,197..1,910,507,1311     ,<=,gene      
BD_RS09090       ,1,909,197..1,910,507,1311     ,<=,CDS       
BD_RS09095       ,1,910,570..1,911,253,684      ,<=,gene      
BD_RS09095       ,1,910,570..1,911,253,684      ,<=,CDS       
BD_RS09100       ,1,911,329..1,911,910,582      ,=>,gene      
BD_RS09100       ,1,911,329..1,911,910,582      ,=>,CDS       
BD_RS09105       ,1,912,073..1,914,082,2010     ,=>,gene      
BD_RS09105       ,1,912,073..1,914,082,2010     ,=>,CDS       
BD_RS09110       ,1,914,079..1,915,218,1140     ,<=,gene      
BD_RS09110       ,1,914,079..1,915,218,1140     ,<=,CDS       
BD_RS09115       ,1,915,621..1,916,211,591      ,=>,gene      
BD_RS09115       ,1,915,621..1,916,211,591      ,=>,CDS       
BD_RS09120       ,1,916,272..1,917,195,924      ,<=,gene      
BD_RS09120       ,1,916,272..1,917,195,924      ,<=,CDS       
BD_RS09125       ,1,917,408..1,918,013,606      ,=>,gene      
BD_RS09125       ,1,917,408..1,918,013,606      ,=>,CDS       
BD_RS09130       ,1,918,029..1,918,319,291      ,<=,gene      
BD_RS09130       ,1,918,029..1,918,319,291      ,<=,CDS       
BD_RS09140       ,1,918,749..1,919,708,960      ,=>,gene      
BD_RS09140       ,1,918,749..1,919,708,960      ,=>,CDS       
BD_RS09145       ,1,919,847..1,920,359,513      ,<=,gene      
BD_RS09145       ,1,919,847..1,920,359,513      ,<=,CDS       
BD_RS09150       ,1,920,560..1,921,807,1248     ,<=,gene      
BD_RS09150       ,1,920,560..1,921,807,1248     ,<=,CDS       
BD_RS09155       ,1,921,909..1,922,385,477      ,<=,gene      
BD_RS09155       ,1,921,909..1,922,385,477      ,<=,CDS       
fabF             ,1,922,389..1,923,660,1272     ,<=,gene      
fabF             ,1,922,389..1,923,660,1272     ,<=,CDS       
acpP             ,1,923,667..1,923,903,237      ,<=,gene      
acpP             ,1,923,667..1,923,903,237      ,<=,CDS       
fabG             ,1,924,019..1,924,768,750      ,<=,gene      
fabG             ,1,924,019..1,924,768,750      ,<=,CDS       
fabD             ,1,924,847..1,925,821,975      ,<=,gene      
fabD             ,1,924,847..1,925,821,975      ,<=,CDS       
BD_RS09180       ,1,925,825..1,926,811,987      ,<=,gene      
BD_RS09180       ,1,925,825..1,926,811,987      ,<=,CDS       
rpmF             ,1,926,851..1,927,036,186      ,<=,gene      
rpmF             ,1,926,851..1,927,036,186      ,<=,CDS       
BD_RS09190       ,1,927,109..1,927,666,558      ,<=,gene      
BD_RS09190       ,1,927,109..1,927,666,558      ,<=,CDS       
BD_RS09195       ,1,927,840..1,928,703,864      ,=>,gene      
BD_RS09195       ,1,927,840..1,928,703,864      ,=>,CDS       
BD_RS09200       ,1,928,748..1,929,008,261      ,<=,gene      
BD_RS09200       ,1,928,748..1,929,008,261      ,<=,CDS       
BD_RS09205       ,1,929,044..1,930,366,1323     ,=>,gene      
BD_RS09205       ,1,929,044..1,930,366,1323     ,=>,CDS       
BD_RS09210       ,1,930,370..1,931,302,933      ,<=,gene      
BD_RS09210       ,1,930,370..1,931,302,933      ,<=,CDS       
BD_RS09215       ,1,931,299..1,932,060,762      ,<=,gene      
BD_RS09215       ,1,931,299..1,932,060,762      ,<=,CDS       
BD_RS09220       ,1,932,057..1,932,803,747      ,<=,gene      
BD_RS09220       ,1,932,057..1,932,803,747      ,<=,CDS       
BD_RS09225       ,1,932,805..1,933,416,612      ,<=,gene      
BD_RS09225       ,1,932,805..1,933,416,612      ,<=,CDS       
BD_RS09230       ,1,933,636..1,933,941,306      ,=>,gene      
BD_RS09230       ,1,933,636..1,933,941,306      ,=>,CDS       
BD_RS09235       ,1,933,942..1,934,475,534      ,<=,gene      
BD_RS09235       ,1,933,942..1,934,475,534      ,<=,CDS       
BD_RS09240       ,1,934,859..1,935,449,591      ,=>,gene      
BD_RS09240       ,1,934,859..1,935,449,591      ,=>,CDS       
argS             ,1,935,446..1,937,188,1743     ,=>,gene      
argS             ,1,935,446..1,937,188,1743     ,=>,CDS       
BD_RS09250       ,1,937,302..1,938,432,1131     ,=>,gene      
BD_RS09250       ,1,937,302..1,938,432,1131     ,=>,CDS       
BD_RS09255       ,1,938,567..1,939,373,807      ,=>,gene      
BD_RS09255       ,1,938,567..1,939,373,807      ,=>,CDS       
BD_RS09260       ,1,939,386..1,940,534,1149     ,=>,gene      
BD_RS09260       ,1,939,386..1,940,534,1149     ,=>,CDS       
BD_RS09265       ,1,940,544..1,940,924,381      ,=>,gene      
BD_RS09265       ,1,940,544..1,940,924,381      ,=>,CDS       
BD_RS09270       ,1,940,902..1,943,199,2298     ,<=,gene      
BD_RS09270       ,1,940,902..1,943,199,2298     ,<=,CDS       
BD_RS09275       ,1,943,358..1,944,539,1182     ,<=,gene      
BD_RS09275       ,1,943,358..1,944,539,1182     ,<=,CDS       
BD_RS09280       ,1,944,542..1,945,318,777      ,<=,gene      
BD_RS09280       ,1,944,542..1,945,318,777      ,<=,CDS       
BD_RS09285       ,1,945,454..1,946,812,1359     ,=>,gene      
BD_RS09285       ,1,945,454..1,946,812,1359     ,=>,CDS       
BD_RS09290       ,1,947,036..1,947,620,585      ,=>,gene      
BD_RS09290       ,1,947,036..1,947,620,585      ,=>,CDS       
BD_RS09295       ,1,947,683..1,948,219,537      ,<=,gene      
BD_RS09295       ,1,947,683..1,948,219,537      ,<=,CDS       
BD_RS09300       ,1,948,221..1,948,940,720      ,<=,gene      
BD_RS09300       ,1,948,221..1,948,940,720      ,<=,CDS       
BD_RS09305       ,1,948,997..1,949,716,720      ,<=,gene      
BD_RS09305       ,1,948,997..1,949,716,720      ,<=,CDS       
BD_RS09310       ,1,949,813..1,951,141,1329     ,<=,gene      
BD_RS09310       ,1,949,813..1,951,141,1329     ,<=,CDS       
BD_RS09315       ,1,951,370..1,951,939,570      ,=>,gene      
BD_RS09315       ,1,951,370..1,951,939,570      ,=>,CDS       
BD_RS09320       ,1,951,936..1,952,796,861      ,<=,gene      
BD_RS09320       ,1,951,936..1,952,796,861      ,<=,CDS       
BD_RS09325       ,1,952,810..1,953,781,972      ,<=,gene      
BD_RS09325       ,1,952,810..1,953,781,972      ,<=,CDS       
BD_RS09330       ,1,953,843..1,954,280,438      ,<=,gene      
BD_RS09330       ,1,953,843..1,954,280,438      ,<=,CDS       
BD_RS09335       ,1,954,392..1,955,426,1035     ,<=,gene      
BD_RS09335       ,1,954,392..1,955,426,1035     ,<=,CDS       
BD_RS18175       ,1,955,439..1,955,582,144      ,<=,gene      
BD_RS18175       ,1,955,439..1,955,582,144      ,<=,CDS       
BD_RS09340       ,1,955,741..1,956,082,342      ,<=,gene      
BD_RS09340       ,1,955,741..1,956,082,342      ,<=,CDS       
BD_RS09345       ,1,956,153..1,956,464,312      ,<=,gene      
BD_RS09345       ,1,956,153..1,956,464,312      ,<=,CDS       
BD_RS09350       ,1,956,470..1,957,294,825      ,<=,gene      
BD_RS09350       ,1,956,470..1,957,294,825      ,<=,CDS       
BD_RS09355       ,1,957,424..1,957,822,399      ,<=,gene      
BD_RS09355       ,1,957,424..1,957,822,399      ,<=,CDS       
BD_RS09360       ,1,957,974..1,958,675,702      ,=>,gene      
BD_RS09360       ,1,957,974..1,958,675,702      ,=>,CDS       
BD_RS09365       ,1,958,737..1,961,661,2925     ,<=,gene      
BD_RS09365       ,1,958,737..1,961,661,2925     ,<=,CDS       
BD_RS09370       ,1,961,725..1,962,354,630      ,=>,gene      
BD_RS09370       ,1,961,725..1,962,354,630      ,=>,CDS       
BD_RS09375       ,1,962,351..1,962,788,438      ,<=,gene      
BD_RS09375       ,1,962,351..1,962,788,438      ,<=,CDS       
BD_RS09380       ,1,962,854..1,964,020,1167     ,=>,gene      
BD_RS09380       ,1,962,854..1,964,020,1167     ,=>,CDS       
BD_RS09385       ,1,963,997..1,964,506,510      ,<=,gene      
BD_RS09385       ,1,963,997..1,964,506,510      ,<=,CDS       
BD_RS09390       ,1,964,645..1,966,444,1800     ,<=,gene      
BD_RS09390       ,1,964,645..1,966,444,1800     ,<=,CDS       
BD_RS09395       ,1,966,538..1,967,272,735      ,<=,gene      
BD_RS09395       ,1,966,538..1,967,272,735      ,<=,CDS       
BD_RS09400       ,1,967,346..1,968,314,969      ,=>,gene      
BD_RS09400       ,1,967,346..1,968,314,969      ,=>,CDS       
BD_RS09405       ,1,968,387..1,969,001,615      ,<=,gene      
BD_RS09405       ,1,968,387..1,969,001,615      ,<=,CDS       
BD_RS09410       ,1,969,215..1,970,783,1569     ,<=,gene      
BD_RS09410       ,1,969,215..1,970,783,1569     ,<=,CDS       
BD_RS09415       ,1,970,895..1,971,950,1056     ,=>,gene      
BD_RS09415       ,1,970,895..1,971,950,1056     ,=>,CDS       
ttcA             ,1,971,934..1,972,713,780      ,=>,gene      
